Job_Title,Education_Level,Risk_Category,Average_Salary,Automation_Probability_2030,AI_Exposure_Index
AI Engineer,PhD,Low,53553,0.28,0.67
Retail Worker,Bachelor's,High,54287,0.95,0.3
HR Specialist,PhD,Low,48803,0.3,0.52
Teacher,High School,Low,113192,0.28,0.83
Teacher,High School,Low,128740,0.27,0.23
Mechanic,Bachelor's,Medium,38996,0.52,0.2
Graphic Designer,High School,Medium,79210,0.67,0.68
Nurse,High School,Low,134439,0.2,0.09
Mechanic,Bachelor's,Medium,41135,0.56,0.01
Graphic Designer,High School,Medium,110709,0.68,0.96
UX Researcher,High School,Medium,78416,0.48,0.18
AI Engineer,PhD,Low,57309,0.09,0.23
AI Engineer,PhD,Low,67542,0.16,0.98
Lawyer,Master's,Low,50723,0.52,0.44
Financial Analyst,Master's,Low,62081,0.58,0.05
Lawyer,Master's,Low,129443,0.61,0.3
Data Scientist,PhD,Medium,55482,0.56,0.3
Graphic Designer,High School,Medium,103933,0.47,0.51
UX Researcher,High School,Medium,43997,0.55,0.34
Lawyer,Master's,Low,66258,0.47,0.43
Chef,PhD,Medium,132495,0.55,0.92
Data Scientist,PhD,Medium,135071,0.49,0.86
Marketing Manager,Master's,Medium,50954,0.57,0.49
Security Guard,High School,Medium,45590,0.82,0.11
HR Specialist,PhD,Low,118035,0.58,0.78
Truck Driver,PhD,High,147488,0.82,0.52
HR Specialist,PhD,Low,111506,0.59,0.52
Marketing Manager,Master's,Medium,104644,0.54,0.86
Retail Worker,Bachelor's,High,85197,0.94,0.02
Chef,PhD,Medium,145435,0.61,0.87
UX Researcher,High School,Medium,31113,0.42,0.62
Retail Worker,Bachelor's,High,119374,0.88,0.47
Retail Worker,Bachelor's,High,105450,0.95,0.61
Research Scientist,Master's,Low,113453,0.07,0.42
Mechanic,Bachelor's,Medium,62656,0.62,0.73
Retail Worker,Bachelor's,High,50823,0.84,0.31
Security Guard,High School,Medium,52879,0.82,0.38
Teacher,High School,Low,132132,0.09,0.29
Research Scientist,Master's,Low,32693,0.13,0.14
Doctor,Bachelor's,Low,69812,0.27,0.67
Nurse,High School,Low,58353,0.2,0.45
Construction Worker,PhD,Medium,103969,0.94,0.94
UX Researcher,High School,Medium,34110,0.54,0.65
Retail Worker,Bachelor's,High,73105,0.86,0.53
Security Guard,High School,Medium,147323,0.77,0.62
Software Engineer,Master's,Low,97720,0.44,0.27
Financial Analyst,Master's,Low,30877,0.48,0.05
AI Engineer,PhD,Low,38499,0.15,0.47
Software Engineer,Master's,Low,135634,0.66,0.24
Teacher,High School,Low,88843,0.13,0.06
Nurse,High School,Low,68966,0.15,0.79
Graphic Designer,High School,Medium,95490,0.7,0.09
Graphic Designer,High School,Medium,101786,0.52,0.21
Research Scientist,Master's,Low,41808,0.3,0.7
Software Engineer,Master's,Low,44903,0.3,0.38
UX Researcher,High School,Medium,93615,0.35,0.01
AI Engineer,PhD,Low,81141,0.27,0.13
Truck Driver,PhD,High,126705,0.76,0.67
Customer Support,High School,High,57254,0.84,0.58
Mechanic,Bachelor's,Medium,126923,0.39,0.64
Truck Driver,PhD,High,71689,0.71,0.96
AI Engineer,PhD,Low,49546,0.26,0.22
Truck Driver,PhD,High,41398,0.91,0.32
Marketing Manager,Master's,Medium,142301,0.46,0.46
UX Researcher,High School,Medium,73042,0.55,0.41
Mechanic,Bachelor's,Medium,110094,0.57,0.13
UX Researcher,High School,Medium,126155,0.58,0.41
Nurse,High School,Low,128464,0.22,0.62
Lawyer,Master's,Low,139791,0.66,0.66
Security Guard,High School,Medium,56745,0.78,0.62
UX Researcher,High School,Medium,94558,0.49,0.16
Mechanic,Bachelor's,Medium,91478,0.41,0.87
Marketing Manager,Master's,Medium,125980,0.54,0.46
Retail Worker,Bachelor's,High,128708,0.86,0.06
Security Guard,High School,Medium,41638,0.81,0.94
Research Scientist,Master's,Low,54829,0.29,0.97
Graphic Designer,High School,Medium,50720,0.64,0.21
Teacher,High School,Low,99981,0.09,0.43
Truck Driver,PhD,High,104541,0.88,0.38
Nurse,High School,Low,30733,0.19,0.89
HR Specialist,PhD,Low,127760,0.61,0.61
Truck Driver,PhD,High,56819,0.89,0.58
Customer Support,High School,High,105954,0.84,0.91
Research Scientist,Master's,Low,145386,0.21,0.88
Nurse,High School,Low,101360,0.22,0.42
Construction Worker,PhD,Medium,108349,0.81,0.63
Truck Driver,PhD,High,137102,0.89,0.25
Customer Support,High School,High,97310,0.93,0.39
Customer Support,High School,High,121111,0.89,0.32
Research Scientist,Master's,Low,85983,0.12,0.63
Graphic Designer,High School,Medium,98407,0.33,0.71
Marketing Manager,Master's,Medium,130641,0.32,0.93
UX Researcher,High School,Medium,56363,0.35,0.47
Chef,PhD,Medium,56187,0.53,0.56
Data Scientist,PhD,Medium,133171,0.61,0.65
Teacher,High School,Low,143968,0.2,0.61
AI Engineer,PhD,Low,89376,0.06,0.18
HR Specialist,PhD,Low,70305,0.36,0.1
Financial Analyst,Master's,Low,47054,0.42,0.69
Mechanic,Bachelor's,Medium,103080,0.34,0.71
UX Researcher,High School,Medium,55401,0.36,0.21
Software Engineer,Master's,Low,41928,0.34,0.31
Doctor,Bachelor's,Low,140177,0.25,0.4
Graphic Designer,High School,Medium,47024,0.34,0.42
Teacher,High School,Low,39612,0.3,0.19
Truck Driver,PhD,High,51450,0.82,0.45
Mechanic,Bachelor's,Medium,149511,0.43,0.51
Construction Worker,PhD,Medium,106554,0.73,0.55
HR Specialist,PhD,Low,97173,0.67,0.07
Software Engineer,Master's,Low,44517,0.54,0.59
Security Guard,High School,Medium,31321,0.71,0.93
AI Engineer,PhD,Low,93001,0.09,0.32
Chef,PhD,Medium,35685,0.37,0.72
Data Scientist,PhD,Medium,35335,0.69,0.57
Mechanic,Bachelor's,Medium,110286,0.37,0.52
Doctor,Bachelor's,Low,45641,0.26,0.57
Retail Worker,Bachelor's,High,50242,0.95,0.54
Teacher,High School,Low,60166,0.15,0.57
UX Researcher,High School,Medium,61232,0.44,0.79
Graphic Designer,High School,Medium,78720,0.68,0.33
Construction Worker,PhD,Medium,125110,0.8,0.47
Marketing Manager,Master's,Medium,113128,0.66,0.34
Teacher,High School,Low,120605,0.11,0.39
Customer Support,High School,High,39513,0.84,0.56
UX Researcher,High School,Medium,57177,0.44,0.85
Marketing Manager,Master's,Medium,85572,0.31,0.87
Mechanic,Bachelor's,Medium,147849,0.35,0.24
Nurse,High School,Low,126080,0.14,0.29
Software Engineer,Master's,Low,144438,0.5,0.86
Construction Worker,PhD,Medium,34844,0.77,0.14
Security Guard,High School,Medium,47639,0.87,0.68
Construction Worker,PhD,Medium,86041,0.79,0.37
Teacher,High School,Low,68575,0.14,0.46
AI Engineer,PhD,Low,120150,0.18,0.76
Truck Driver,PhD,High,42485,0.94,0.48
Software Engineer,Master's,Low,103147,0.56,0.04
Customer Support,High School,High,66598,0.77,0.59
Retail Worker,Bachelor's,High,132916,0.88,0.3
Truck Driver,PhD,High,41311,0.72,0.31
Marketing Manager,Master's,Medium,139940,0.52,0.01
Marketing Manager,Master's,Medium,124930,0.7,0.13
UX Researcher,High School,Medium,115639,0.5,0.98
Truck Driver,PhD,High,34123,0.72,0.83
Financial Analyst,Master's,Low,98384,0.37,0.63
Graphic Designer,High School,Medium,102433,0.42,0.64
Marketing Manager,Master's,Medium,127550,0.4,0.11
Software Engineer,Master's,Low,76509,0.52,0.26
Financial Analyst,Master's,Low,141075,0.43,0.65
Teacher,High School,Low,35853,0.22,0.07
Teacher,High School,Low,95311,0.22,0.91
Lawyer,Master's,Low,145672,0.48,0.73
Financial Analyst,Master's,Low,107045,0.4,0.17
Lawyer,Master's,Low,68211,0.52,0.2
HR Specialist,PhD,Low,58454,0.35,0.52
Financial Analyst,Master's,Low,97855,0.34,0.19
Construction Worker,PhD,Medium,127891,0.74,1
UX Researcher,High School,Medium,120094,0.69,0.66
Construction Worker,PhD,Medium,130621,0.74,0
Mechanic,Bachelor's,Medium,141579,0.36,0.8
Retail Worker,Bachelor's,High,64907,0.88,0.79
Nurse,High School,Low,147754,0.24,0.72
Nurse,High School,Low,61937,0.27,0.54
Data Scientist,PhD,Medium,41593,0.64,0.49
Research Scientist,Master's,Low,75337,0.18,0.23
Mechanic,Bachelor's,Medium,147553,0.51,0.23
UX Researcher,High School,Medium,69114,0.4,0.81
Chef,PhD,Medium,142467,0.35,0.61
Truck Driver,PhD,High,95410,0.82,0.49
Nurse,High School,Low,44802,0.13,0.59
Marketing Manager,Master's,Medium,62611,0.66,0.93
Construction Worker,PhD,Medium,58419,0.71,0.03
Financial Analyst,Master's,Low,74852,0.48,0.14
UX Researcher,High School,Medium,125640,0.5,0.29
Security Guard,High School,Medium,112654,0.74,0.82
Customer Support,High School,High,57476,0.76,0.13
Mechanic,Bachelor's,Medium,109398,0.33,0.58
Truck Driver,PhD,High,139240,0.92,0.68
Data Scientist,PhD,Medium,143089,0.47,0.68
Data Scientist,PhD,Medium,145632,0.59,0
Doctor,Bachelor's,Low,104657,0.27,0.63
Financial Analyst,Master's,Low,44835,0.48,0.23
Software Engineer,Master's,Low,43830,0.47,0.8
Construction Worker,PhD,Medium,67293,0.78,0.01
AI Engineer,PhD,Low,68690,0.16,0.88
AI Engineer,PhD,Low,45234,0.24,0.4
Financial Analyst,Master's,Low,120052,0.66,0.39
Data Scientist,PhD,Medium,40270,0.62,0.51
Graphic Designer,High School,Medium,52562,0.55,0.41
Financial Analyst,Master's,Low,52065,0.41,0.86
Lawyer,Master's,Low,66183,0.32,0.22
HR Specialist,PhD,Low,67098,0.49,0.48
Construction Worker,PhD,Medium,74143,0.9,0.58
AI Engineer,PhD,Low,149245,0.16,0.21
Security Guard,High School,Medium,112802,0.75,0.96
Teacher,High School,Low,76611,0.1,0.48
Teacher,High School,Low,48609,0.12,0.45
Financial Analyst,Master's,Low,138629,0.36,0.37
Financial Analyst,Master's,Low,53481,0.35,0.2
UX Researcher,High School,Medium,60412,0.35,0.11
Teacher,High School,Low,137271,0.25,0.47
Nurse,High School,Low,37612,0.3,0.04
UX Researcher,High School,Medium,87623,0.62,0.94
HR Specialist,PhD,Low,84503,0.56,0.81
Doctor,Bachelor's,Low,140427,0.25,0.53
Teacher,High School,Low,73281,0.14,0.1
HR Specialist,PhD,Low,66492,0.59,0.01
Data Scientist,PhD,Medium,52368,0.49,0.01
Security Guard,High School,Medium,113302,0.9,0.7
Chef,PhD,Medium,80901,0.58,0.77
UX Researcher,High School,Medium,68197,0.62,0.87
Teacher,High School,Low,101721,0.15,0.22
Mechanic,Bachelor's,Medium,125101,0.39,0.52
Security Guard,High School,Medium,143605,0.87,0.13
Financial Analyst,Master's,Low,124183,0.46,0.99
Teacher,High School,Low,81907,0.28,0.64
Software Engineer,Master's,Low,130231,0.38,0.31
Truck Driver,PhD,High,50893,0.84,0.36
Research Scientist,Master's,Low,34273,0.09,0.64
Research Scientist,Master's,Low,129941,0.24,0.73
Truck Driver,PhD,High,65310,0.8,0.43
UX Researcher,High School,Medium,111301,0.57,0.47
Graphic Designer,High School,Medium,125325,0.5,0.8
Customer Support,High School,High,53070,0.81,0.68
Teacher,High School,Low,137582,0.17,0.74
Software Engineer,Master's,Low,77851,0.65,0.75
HR Specialist,PhD,Low,94690,0.37,0.22
Marketing Manager,Master's,Medium,106145,0.51,0.43
Teacher,High School,Low,144256,0.1,0.46
Nurse,High School,Low,94322,0.29,0.48
Retail Worker,Bachelor's,High,97504,0.87,0.49
Graphic Designer,High School,Medium,64897,0.36,0.91
Lawyer,Master's,Low,53425,0.4,0.92
Lawyer,Master's,Low,69426,0.38,0.28
Lawyer,Master's,Low,69801,0.62,0.48
Lawyer,Master's,Low,102904,0.34,0.74
Customer Support,High School,High,72020,0.77,0.54
Lawyer,Master's,Low,59362,0.65,0.27
Security Guard,High School,Medium,113366,0.72,0.53
AI Engineer,PhD,Low,114142,0.11,0.62
Marketing Manager,Master's,Medium,94197,0.55,0.24
Financial Analyst,Master's,Low,73518,0.4,0.21
Mechanic,Bachelor's,Medium,138460,0.6,0.65
Marketing Manager,Master's,Medium,38628,0.62,0.49
Software Engineer,Master's,Low,72353,0.37,0.44
Lawyer,Master's,Low,47054,0.31,0.56
Data Scientist,PhD,Medium,73489,0.34,0.32
Retail Worker,Bachelor's,High,127014,0.7,0.92
AI Engineer,PhD,Low,138569,0.07,0.74
Security Guard,High School,Medium,134371,0.87,0.69
Mechanic,Bachelor's,Medium,77687,0.45,0.03
Truck Driver,PhD,High,40128,0.86,0.86
Research Scientist,Master's,Low,105505,0.07,0.47
Customer Support,High School,High,37109,0.91,0.05
Financial Analyst,Master's,Low,97672,0.7,0.47
Mechanic,Bachelor's,Medium,149593,0.52,0.3
AI Engineer,PhD,Low,81108,0.17,0.48
Graphic Designer,High School,Medium,77197,0.61,0.83
Customer Support,High School,High,113499,0.94,0.17
Truck Driver,PhD,High,133462,0.87,0.26
HR Specialist,PhD,Low,96393,0.61,0.49
Construction Worker,PhD,Medium,99226,0.93,0.26
Construction Worker,PhD,Medium,55483,0.88,0.13
UX Researcher,High School,Medium,35499,0.58,0.27
Retail Worker,Bachelor's,High,59737,0.9,0.92
Retail Worker,Bachelor's,High,40364,0.71,0.37
UX Researcher,High School,Medium,97954,0.48,0.41
Customer Support,High School,High,36534,0.71,0.8
Research Scientist,Master's,Low,85012,0.17,0.53
Construction Worker,PhD,Medium,94712,0.8,0.46
Teacher,High School,Low,124580,0.29,0.69
UX Researcher,High School,Medium,89151,0.5,0.08
Data Scientist,PhD,Medium,100529,0.68,0.03
Retail Worker,Bachelor's,High,127054,0.77,0.49
AI Engineer,PhD,Low,68899,0.28,0.76
Chef,PhD,Medium,102564,0.64,0.43
HR Specialist,PhD,Low,47928,0.32,0.78
Security Guard,High School,Medium,48560,0.93,0.93
Truck Driver,PhD,High,81290,0.78,0.43
Customer Support,High School,High,63897,0.79,0.03
Software Engineer,Master's,Low,124752,0.3,0.94
Software Engineer,Master's,Low,78008,0.52,0.78
Truck Driver,PhD,High,75018,0.83,0.55
Doctor,Bachelor's,Low,94407,0.07,0.13
AI Engineer,PhD,Low,43096,0.3,0.63
Research Scientist,Master's,Low,65504,0.18,0.56
Lawyer,Master's,Low,115692,0.49,0.63
Truck Driver,PhD,High,72971,0.8,0.1
Doctor,Bachelor's,Low,75456,0.14,0.88
Marketing Manager,Master's,Medium,42929,0.36,0.79
HR Specialist,PhD,Low,87735,0.59,0.32
Chef,PhD,Medium,69029,0.6,0.61
UX Researcher,High School,Medium,50387,0.63,0.2
Customer Support,High School,High,94918,0.86,0.93
Graphic Designer,High School,Medium,56154,0.35,0.24
Retail Worker,Bachelor's,High,141634,0.7,0.78
Construction Worker,PhD,Medium,50377,0.93,0.94
Lawyer,Master's,Low,74516,0.44,0.53
HR Specialist,PhD,Low,129895,0.59,0.24
Mechanic,Bachelor's,Medium,41329,0.68,0.33
Truck Driver,PhD,High,40013,0.83,0.97
Financial Analyst,Master's,Low,120777,0.66,0.28
Graphic Designer,High School,Medium,107011,0.5,0.72
Mechanic,Bachelor's,Medium,116377,0.54,0.36
Software Engineer,Master's,Low,67630,0.41,0.78
Doctor,Bachelor's,Low,96360,0.07,0.66
Nurse,High School,Low,103850,0.22,0.29
AI Engineer,PhD,Low,117133,0.29,0.09
Nurse,High School,Low,125065,0.18,0.89
Security Guard,High School,Medium,147600,0.82,0.19
Software Engineer,Master's,Low,96333,0.5,0.82
Mechanic,Bachelor's,Medium,126847,0.51,0.73
Truck Driver,PhD,High,92244,0.75,0.85
Doctor,Bachelor's,Low,93810,0.15,0.5
AI Engineer,PhD,Low,127211,0.17,0.62
Mechanic,Bachelor's,Medium,35455,0.5,0.38
Retail Worker,Bachelor's,High,37289,0.73,0.95
Customer Support,High School,High,81428,0.82,0.56
Mechanic,Bachelor's,Medium,123890,0.4,0.16
Graphic Designer,High School,Medium,67422,0.44,0.47
Financial Analyst,Master's,Low,62947,0.35,0.22
Security Guard,High School,Medium,149554,0.93,0.26
AI Engineer,PhD,Low,66497,0.18,0.15
Software Engineer,Master's,Low,91140,0.39,0.11
Graphic Designer,High School,Medium,147342,0.63,1
Research Scientist,Master's,Low,119647,0.15,0.28
Customer Support,High School,High,31234,0.76,0.31
Retail Worker,Bachelor's,High,34677,0.72,0.94
Data Scientist,PhD,Medium,125288,0.37,0.92
Security Guard,High School,Medium,77540,0.85,0.55
Mechanic,Bachelor's,Medium,62953,0.56,0.26
Retail Worker,Bachelor's,High,99754,0.76,0.18
Financial Analyst,Master's,Low,114865,0.7,0.34
Retail Worker,Bachelor's,High,59904,0.92,0.24
Chef,PhD,Medium,53473,0.43,0.25
Construction Worker,PhD,Medium,34564,0.91,0.2
HR Specialist,PhD,Low,128259,0.61,0.37
Graphic Designer,High School,Medium,144486,0.53,0.75
Data Scientist,PhD,Medium,136766,0.51,0.17
Chef,PhD,Medium,139097,0.44,0.47
Customer Support,High School,High,97004,0.78,0.18
Construction Worker,PhD,Medium,87143,0.86,0.35
Research Scientist,Master's,Low,86668,0.12,0.89
Chef,PhD,Medium,45027,0.43,0.43
Marketing Manager,Master's,Medium,86546,0.51,0.11
Chef,PhD,Medium,101621,0.37,0.22
Graphic Designer,High School,Medium,114191,0.68,0.73
Teacher,High School,Low,41918,0.26,0.53
Customer Support,High School,High,130213,0.72,0.14
Chef,PhD,Medium,88561,0.51,0.16
Research Scientist,Master's,Low,132013,0.09,0.58
Security Guard,High School,Medium,67010,0.95,0.41
Marketing Manager,Master's,Medium,131807,0.59,0.18
Graphic Designer,High School,Medium,117563,0.55,0.28
Nurse,High School,Low,51798,0.27,0.08
Data Scientist,PhD,Medium,73701,0.32,0.4
Graphic Designer,High School,Medium,135959,0.52,0.43
Mechanic,Bachelor's,Medium,129721,0.48,0.12
Nurse,High School,Low,98132,0.15,0.15
HR Specialist,PhD,Low,132945,0.41,0.1
Graphic Designer,High School,Medium,141318,0.36,0.59
Chef,PhD,Medium,114005,0.6,0.77
Data Scientist,PhD,Medium,107974,0.43,0.41
Teacher,High School,Low,96214,0.16,0.15
Research Scientist,Master's,Low,89876,0.12,0.35
Graphic Designer,High School,Medium,144947,0.52,0.71
Marketing Manager,Master's,Medium,129590,0.48,0.6
AI Engineer,PhD,Low,147129,0.13,0.35
Nurse,High School,Low,107417,0.2,0.59
Mechanic,Bachelor's,Medium,75631,0.63,0.68
Marketing Manager,Master's,Medium,85753,0.33,0.55
HR Specialist,PhD,Low,91138,0.62,0.2
Customer Support,High School,High,106258,0.9,0.55
Nurse,High School,Low,140514,0.26,0.9
Truck Driver,PhD,High,47762,0.74,0.38
Data Scientist,PhD,Medium,101060,0.41,0.07
Software Engineer,Master's,Low,37361,0.35,0.66
Retail Worker,Bachelor's,High,47736,0.71,0.56
Graphic Designer,High School,Medium,57814,0.5,0.39
Software Engineer,Master's,Low,135636,0.57,0.9
Lawyer,Master's,Low,124697,0.44,0.62
Security Guard,High School,Medium,132887,0.88,0.05
Graphic Designer,High School,Medium,104336,0.44,0.21
Security Guard,High School,Medium,143398,0.82,0.25
Graphic Designer,High School,Medium,143546,0.35,0.39
Retail Worker,Bachelor's,High,132676,0.91,0.34
Mechanic,Bachelor's,Medium,54569,0.61,0.38
Construction Worker,PhD,Medium,124093,0.93,0.77
Truck Driver,PhD,High,83638,0.76,0.46
AI Engineer,PhD,Low,126765,0.2,0.03
Research Scientist,Master's,Low,121190,0.21,0.01
Teacher,High School,Low,84916,0.14,0.15
Truck Driver,PhD,High,125462,0.9,0.76
Mechanic,Bachelor's,Medium,74838,0.45,0.55
UX Researcher,High School,Medium,113253,0.39,0.89
Chef,PhD,Medium,111546,0.54,0.09
Customer Support,High School,High,140217,0.71,0.05
Software Engineer,Master's,Low,107576,0.5,0.01
Security Guard,High School,Medium,89849,0.8,0.19
UX Researcher,High School,Medium,133970,0.48,0.51
Financial Analyst,Master's,Low,65340,0.5,0.28
Construction Worker,PhD,Medium,94605,0.84,0.8
Graphic Designer,High School,Medium,132025,0.65,0.55
Chef,PhD,Medium,42623,0.63,0.53
Teacher,High School,Low,82913,0.12,0.77
Lawyer,Master's,Low,39159,0.36,0.25
Retail Worker,Bachelor's,High,70294,0.94,0.76
AI Engineer,PhD,Low,110381,0.26,0.35
Truck Driver,PhD,High,142488,0.77,0.98
UX Researcher,High School,Medium,35749,0.42,0.62
Truck Driver,PhD,High,81833,0.89,0.27
Financial Analyst,Master's,Low,52703,0.43,0.77
Doctor,Bachelor's,Low,76554,0.3,0.87
Construction Worker,PhD,Medium,67648,0.77,0.65
Retail Worker,Bachelor's,High,135718,0.88,0.56
Retail Worker,Bachelor's,High,53876,0.77,0.58
Marketing Manager,Master's,Medium,56513,0.33,0.48
Lawyer,Master's,Low,125564,0.33,0.03
Truck Driver,PhD,High,65253,0.9,0.5
Software Engineer,Master's,Low,138482,0.39,0.5
Doctor,Bachelor's,Low,143169,0.17,0.69
Mechanic,Bachelor's,Medium,89816,0.56,0.47
Construction Worker,PhD,Medium,71729,0.77,0.43
AI Engineer,PhD,Low,90924,0.16,0.46
Mechanic,Bachelor's,Medium,135963,0.46,0.01
Marketing Manager,Master's,Medium,46294,0.44,0.26
Software Engineer,Master's,Low,34383,0.35,0.5
Doctor,Bachelor's,Low,93742,0.23,0.96
Retail Worker,Bachelor's,High,82210,0.71,0.61
Security Guard,High School,Medium,55281,0.91,0.91
Teacher,High School,Low,35143,0.18,0.19
Marketing Manager,Master's,Medium,67404,0.42,0.14
AI Engineer,PhD,Low,83568,0.09,0.57
Security Guard,High School,Medium,134534,0.8,0.64
Customer Support,High School,High,37120,0.72,0.23
Chef,PhD,Medium,140931,0.52,0.13
Chef,PhD,Medium,68191,0.4,0.15
Lawyer,Master's,Low,58453,0.61,0.44
UX Researcher,High School,Medium,114815,0.49,0.95
HR Specialist,PhD,Low,122562,0.59,0.64
Customer Support,High School,High,145427,0.82,0.78
Customer Support,High School,High,142113,0.85,0.43
Truck Driver,PhD,High,111912,0.86,0.51
Retail Worker,Bachelor's,High,33390,0.92,0.04
Lawyer,Master's,Low,100174,0.59,0.42
Marketing Manager,Master's,Medium,42225,0.42,0.1
Truck Driver,PhD,High,62864,0.92,0.71
AI Engineer,PhD,Low,102135,0.19,0.45
Doctor,Bachelor's,Low,120061,0.12,0.09
Customer Support,High School,High,84879,0.81,0.07
Chef,PhD,Medium,105342,0.44,0.45
HR Specialist,PhD,Low,115424,0.34,0.73
Security Guard,High School,Medium,75381,0.84,0.87
Financial Analyst,Master's,Low,112146,0.56,0.75
Marketing Manager,Master's,Medium,61973,0.67,0.45
Software Engineer,Master's,Low,147442,0.39,0.8
Doctor,Bachelor's,Low,73904,0.2,0.64
UX Researcher,High School,Medium,131937,0.43,0.37
Graphic Designer,High School,Medium,122928,0.67,0.5
Financial Analyst,Master's,Low,133120,0.42,0.04
Data Scientist,PhD,Medium,33796,0.32,0.78
Lawyer,Master's,Low,92058,0.63,0.55
Graphic Designer,High School,Medium,46005,0.53,0.48
Security Guard,High School,Medium,63445,0.89,0.52
Data Scientist,PhD,Medium,50377,0.42,0.87
Retail Worker,Bachelor's,High,88851,0.72,0.42
AI Engineer,PhD,Low,94127,0.23,0.18
Graphic Designer,High School,Medium,36703,0.69,0.82
Research Scientist,Master's,Low,120027,0.2,0.25
Software Engineer,Master's,Low,36384,0.46,0.45
Chef,PhD,Medium,41460,0.65,0.43
Software Engineer,Master's,Low,87803,0.58,0.65
Doctor,Bachelor's,Low,46482,0.09,0.42
Customer Support,High School,High,73307,0.85,0.4
Graphic Designer,High School,Medium,37505,0.38,0.92
Customer Support,High School,High,57205,0.77,0.67
UX Researcher,High School,Medium,82025,0.68,0.66
Lawyer,Master's,Low,121676,0.52,0.31
Security Guard,High School,Medium,145614,0.72,0.82
Retail Worker,Bachelor's,High,124362,0.89,0.11
Financial Analyst,Master's,Low,133132,0.44,0.37
Truck Driver,PhD,High,133601,0.93,0.3
Financial Analyst,Master's,Low,32894,0.38,0.19
Data Scientist,PhD,Medium,65714,0.63,0.74
Marketing Manager,Master's,Medium,110560,0.4,0.92
Nurse,High School,Low,115236,0.05,0.81
Truck Driver,PhD,High,36276,0.87,0.51
Graphic Designer,High School,Medium,111779,0.51,0.49
Software Engineer,Master's,Low,44775,0.53,0.6
HR Specialist,PhD,Low,140564,0.34,0.48
Construction Worker,PhD,Medium,108256,0.82,0.64
Data Scientist,PhD,Medium,117377,0.48,0.93
Security Guard,High School,Medium,39479,0.86,0.05
Construction Worker,PhD,Medium,130003,0.71,0.92
Software Engineer,Master's,Low,128039,0.58,0.8
Marketing Manager,Master's,Medium,55563,0.33,0.72
Mechanic,Bachelor's,Medium,57287,0.36,0.32
Graphic Designer,High School,Medium,70103,0.64,0.25
Doctor,Bachelor's,Low,126600,0.21,0.54
Financial Analyst,Master's,Low,57217,0.51,0.59
Data Scientist,PhD,Medium,82216,0.44,0.49
Teacher,High School,Low,147063,0.21,0.63
Chef,PhD,Medium,67631,0.32,0.6
Construction Worker,PhD,Medium,116425,0.94,0.34
Marketing Manager,Master's,Medium,146598,0.64,0.95
Data Scientist,PhD,Medium,45597,0.64,0.28
Software Engineer,Master's,Low,119643,0.59,0.08
Construction Worker,PhD,Medium,56108,0.76,0.28
Data Scientist,PhD,Medium,40130,0.35,0.95
Nurse,High School,Low,43077,0.06,0.29
Graphic Designer,High School,Medium,38957,0.44,0.76
HR Specialist,PhD,Low,52989,0.57,0.62
Marketing Manager,Master's,Medium,70544,0.5,0.01
Construction Worker,PhD,Medium,45580,0.71,0.13
UX Researcher,High School,Medium,110614,0.63,0.14
Mechanic,Bachelor's,Medium,135953,0.48,0.91
AI Engineer,PhD,Low,111687,0.2,0.16
HR Specialist,PhD,Low,147426,0.49,0.25
Data Scientist,PhD,Medium,92778,0.67,0.99
Nurse,High School,Low,107863,0.29,0.87
HR Specialist,PhD,Low,73622,0.48,0.28
Construction Worker,PhD,Medium,119565,0.76,0.21
Lawyer,Master's,Low,36944,0.52,0.87
AI Engineer,PhD,Low,36357,0.2,0.06
Security Guard,High School,Medium,130709,0.94,0.32
Software Engineer,Master's,Low,133134,0.43,0.44
Financial Analyst,Master's,Low,135383,0.51,0.39
Truck Driver,PhD,High,58212,0.76,0.2
Marketing Manager,Master's,Medium,59210,0.58,0.18
Mechanic,Bachelor's,Medium,65630,0.6,0.48
HR Specialist,PhD,Low,127942,0.5,0.87
Graphic Designer,High School,Medium,147050,0.41,0.47
Software Engineer,Master's,Low,100655,0.41,0.79
Software Engineer,Master's,Low,52901,0.67,0.74
Marketing Manager,Master's,Medium,63144,0.45,0.41
Software Engineer,Master's,Low,44410,0.51,0.54
Mechanic,Bachelor's,Medium,43785,0.69,0.99
Security Guard,High School,Medium,90037,0.79,0.67
Lawyer,Master's,Low,132424,0.6,0.64
Retail Worker,Bachelor's,High,118400,0.8,0.82
Research Scientist,Master's,Low,41151,0.13,0.57
Mechanic,Bachelor's,Medium,56257,0.57,0.65
Nurse,High School,Low,136933,0.29,0.21
Lawyer,Master's,Low,50705,0.65,0.37
Graphic Designer,High School,Medium,123064,0.51,0.49
Lawyer,Master's,Low,77089,0.35,0.45
Financial Analyst,Master's,Low,76978,0.58,0.4
Graphic Designer,High School,Medium,62235,0.54,0.02
Doctor,Bachelor's,Low,43739,0.14,0.75
Graphic Designer,High School,Medium,96321,0.64,0.11
Software Engineer,Master's,Low,94314,0.38,0.06
Truck Driver,PhD,High,72229,0.88,0.38
Chef,PhD,Medium,121842,0.63,0.65
Security Guard,High School,Medium,55564,0.88,0.87
Lawyer,Master's,Low,35555,0.45,0.89
Graphic Designer,High School,Medium,116134,0.6,0.19
Security Guard,High School,Medium,79326,0.71,0.24
Financial Analyst,Master's,Low,114141,0.44,0.03
Chef,PhD,Medium,65120,0.38,0.18
